208,F,0,40,40,0.0,0.15342673557896294,0.13869335802006999,8.3216014812041994,5015,200600
209,.,0,0,40,0.0,0.15189246822317332,0.13930642443986932,8.3583854663921588,5055,202200
210,.,0,0,40,0.0,0.15037354354094157,0.13991336019547065,8.3948016117282389,5095,203800
211,.,0,0,40,0.0,0.14886980810553216,0.14051422659351592,8.4308535956109552,5135,205400
212,.,0,0,40,0.0,0.14738111002447685,0.14110908432758074,8.4665450596548446,5175,207000
213,Y,0,0,40,0.0,0.14590729892423207,0.14169799348430492,8.501879609058296,5215,208600
214,C,0,0,40,0.0,0.14444822593498974,0.1421143468827952,8.5268608129677119,5215,208600
215,B,0,0,40,0.0,0.14300374367563984,0.14235987008063397,8.5415922048380377,5215,208600
216,E,0,40,40,0.0,0.14157370623888343,0.14243627137982762,8.5461762827896575,5215,208600
217,A,0,0,40,0.0,0.1401579691764946,0.14251190866602934,8.55071451996176,5215,208600
218,F,0,40,40,0.0,0.13875638948472965,0.14242012291270234,8.5452073747621409,5215,208600
219,.,0,0,40,0.0,0.13736882558988237,0.14232925501690866,8.5397553010145195,5255,210200
220,.,0,0,40,0.0,0.13599513733398355,0.14223929580007291,8.5343577480043749,5295,211800
221,.,0,0,40,0.0,0.13463518596064372,0.14215023617540551,8.5290141705243308,5335,213400
222,.,0,0,40,0.0,0.13328883410103728,0.14206206714698483,8.523724028819089,5375,215000
223,Z,0,0,40,0.0,0.13195594576002692,0.14197477980884829,8.5184867885308968,5415,216600
224,D,40,0,0,1.0,0.14063638630242667,0.14205503201075981,8.5233019206455882,5415,216600
225,B,0,0,40,0.0,0.1392300224394024,0.14213448169065221,8.5280689014391324,5415,216600
226,C,40,0,0,1.0,0.1478377222150084,0.14221313687374568,8.5327882124247409,5415,216600
227,A,0,0,40,0.0,0.14635934499285833,0.14229100550500823,8.5374603303004939,5415,216600
228,E,0,40,40,0.0,0.14489575154292975,0.14236809544995813,8.5420857269974881,5415,216600
229,.,0,0,40,0.0,0.14344679402750043,0.14244441449545855,8.5466648697275129,5450,218000
230,.,0,0,40,0.0,0.14201232608722542,0.14251997035050398,8.5511982210302389,5490,219600
231,.,0,0,40,0.0,0.14059220282635315,0.14259477064699894,8.555686238819936,5530,221200
232,.,0,0,40,0.0,0.13918628079808962,0.14266882294052896,8.5601293764317372,5570,222800
233,Y,0,0,40,0.0,0.13779441799010872,0.14274213471112365,8.5645280826674188,5610,224400
234,C,0,0,40,0.0,0.13641647381020763,0.14281471336401239,8.5688828018407435,5610,224400
235,B,0,40,40,0.0,0.13505230907210555,0.1428865662303723,8.5731939738223382,5610,224400
236,E,0,40,40,0.0,0.1337017859813845,0.14279103390140191,8.5674620340841141,5610,224400
237,A,0,0,40,0.0,0.13236476812157064,0.14269645689572122,8.5617874137432732,5610,224400
238,F,0,80,40,0.0,0.13104112044035493,0.14260282566009733,8.5561695396058397,5610,224400
239,.,0,0,40,0.0,0.12973070923595137,0.14251013073682975,8.5506078442097841,5649,225960
240,.,0,0,40,0.0,0.12843340214359186,0.14241836276279474,8.5451017657676847,5689,227560
241,.,0,0,40,0.0,0.12714906812215596,0.14232751246850014,8.5396507481100095,5729,229160
242,.,0,0,40,0.0,0.1258775774409344,0.14223757067714851,8.5342542406289112,5769,230760
243,G,0,0,40,0.0,0.12461880166652504,0.14214852830371033,8.5289116982226201,5809,232360
244,H,40,0,0,1.0,0.1333726136498598,0.14222704302067321,8.5336225812403921,5809,232360
245,I,40,0,0,1.0,0.14203888751336122,0.14247143925713315,8.5482863554279884,5809,232360
246,J,40,0,0,1.0,0.1506184986382276,0.14271339153122847,8.5628034918737086,5809,232360
247,K,40,0,0,1.0,0.15911231365184533,0.14311959094924953,8.5871754569549719,5809,232360
248,L,40,0,0,1.0,0.16752119051532688,0.14368839503975703,8.621303702385422,5809,232360
249,.,0,0,40,0.0,0.1658459786101736,0.14425151108935946,8.655090665361568,5845,233800
250,.,0,0,40,0.0,0.16418751882407187,0.14480899597846586,8.688539758707952,5885,235400
251,.,0,0,40,0.0,0.16254564363583116,0.14536090601868118,8.721654361120871,5925,237000
252,.,0,0,40,0.0,0.16092018719947285,0.14590729695849436,8.7544378175096611,5965,238600
253,Z,0,0,40,0.0,0.15931098532747812,0.14644822398890942,8.7868934393345643,6005,240200
254,D,40,0,0,1.0,0.16771787547420333,0.14698374174902035,8.8190245049412201,6005,240200
255,B,40,0,0,1.0,0.1760406967194613,0.14751390433153011,8.8508342598918066,6005,240200
256,C,40,0,0,1.0,0.18428028975226668,0.1480387652882148,8.8823259172928886,6005,240200
257,A,0,0,40,0.0,0.182437486854744,0.14839171096866599,8.9035026581199599,6005,240200
258,E,0,40,40,0.0,0.18061311198619656,0.14857446052564602,8.914467631538761,6005,240200
259,.,0,1,40,0.0,0.1788069808663346,0.14875538258705623,8.9253229552233737,6036,241440
260,.,0,0,40,0.0,0.17701891105767126,0.14893449542785231,8.936069725671139,6076,243040
261,.,0,0,40,0.0,0.17524872194709454,0.14911181714024047,8.9467090284144284,6116,244640
262,.,0,0,40,0.0,0.1734962347276236,0.14928736563550471,8.9572419381302826,6156,246240
263,G,0,0,40,0.0,0.17176127238034736,0.14946115864581638,8.9676695187489823,6196,247840
264,H,40,0,0,1.0,0.1800436596565439,0.14979988039269151,8.9879928235614912,6196,247840
265,I,40,0,0,1.0,0.18824322305997845,0.15030188158876462,9.0181128953258778,6196,247840
266,J,40,0,0,1.0,0.19636079082937868,0.15096552943954367,9.0579317663726204,6196,247840
267,K,40,0,0,1.0,0.2043971829210849,0.15178920747848157,9.1073524487088946,6196,247840
268,L,40,0,0,1.0,0.21235321109187408,0.15277131540369676,9.166278924221805,6196,247840
269,.,0,0,40,0.0,0.21022967898095535,0.1537436022496598,9.2246161349795877,6226,249040
270,.,0,0,40,0.0,0.2081273821911458,0.15470616622716318,9.2823699736297911,6266,250640
271,.,0,0,40,0.0,0.20604610836923434,0.15565910456489152,9.3395462738934913,6306,252240
272,.,0,0,40,0.0,0.203985647285542,0.15660251351924262,9.3961508111545573,6346,253840
273,X,0,0,40,0.0,0.20194579081268657,0.15753648838405018,9.4521893030430117,6386,255440
274,A,40,0,0,1.0,0.20992633290455973,0.15862779016687636,9.5176674100125815,6386,255440
275,B,40,0,0,1.0,0.21782706957551415,0.15987484559854093,9.592490735912456,6386,255440
276,C,40,0,0,1.0,0.22564879887975903,0.16127609714255556,9.6765658285533327,6386,255440
277,D,0,0,40,0.0,0.22339231089096143,0.16266333617112999,9.7598001702678001,6386,255440
278,E,40,40,0,0.5,0.2261583877820518,0.164120036142752,9.8472021685651203,6386,255440
279,.,0,0,40,0.0,0.22389680390423128,0.16556216911465782,9.9337301468794692,6423,256920
280,.,0,0,40,0.0,0.22165783586518897,0.16698988075684459,10.019392845410676,6463,258520
281,.,0,0,40,0.0,0.2194412575065371,0.16840331528260946,10.104198916956568,6503,260120
282,.,0,0,40,0.0,0.21724684493147173,0.16980261546311673,10.188156927787004,6543,261720
283,X,0,0,40,0.0,0.21507437648215702,0.17118792264181884,10.271275358509131,6583,263320
284,A,40,0,0,1.0,0.22292363271733545,0.17255937674873406,10.353562604924043,6583,263320
285,B,40,0,0,1.0,0.2306943963901621,0.17408378298124666,10.4450269788748,6583,263320
286,C,40,0,0,1.0,0.23838745242626047,0.17559294515143425,10.535576709086055,6583,263320
287,D,0,0,40,0.0,0.23600357790199786,0.17708701569991989,10.625220941995194,6583,263320
288,E,40,40,0,0.5,0.2386435421229779,0.17864947887625401,10.718968732575242,6583,263320
289,.,0,0,40,0.0,0.2362571067017481,0.18019631742082481,10.811779045249489,6618,264720
290,.,0,0,40,0.0,0.23389453563473062,0.18172768757994989,10.903661254796994,6658,266320
291,.,0,0,40,0.0,0.2315555902783833,0.18324374403748372,10.994624642249024,6698,267920
292,.,0,0,40,0.0,0.22924003437559945,0.18474463993044221,11.084678395826533,6738,269520
293,X,0,0,40,0.0,0.22694763403184345,0.18623052686447114,11.173831611868268,6778,271120
